A,1137,1,About Microsoft ,/mscorp
A,1059,1,Sweden,/sverige
A,1037,1,Windows 95,/windows95
A,1227,1,Argentina,/argentina
A,1281,1,IntelliMouse,/intellimouse
A,1134,1,BackOffice,/backoffice
A,1044,1,Developer Media Development,/mediadev
A,1028,1,OLE Development,/oledev
A,1248,1,Softimage ,/softimage
A,1085,1,Exchange Support,/exchangesupport
A,1131,1,MS Money Information,/moneyzone
A,1079,1,Australia,/australia
A,1048,1,MS Publisher,/publisher
A,1042,1,Visual Studio,/vstudio
A,1075,1,Job Openings,/jobs
A,1201,1,MS Hardware,/hardware
A,1105,1,France,/france
A,1153,1,Venezuela,/venezuela
A,1292,1,MS North Africa,/northafrica
A,1015,1,Excel,/msexcel
A,1290,1,Activate the Internet Conference,/devmovies
A,1017,1,Products ,/products
A,1010,1,Visual Basic,/vbasic
A,1126,1,Media Manager,/mediamanager
A,1144,1,For Developers Only News,/devnews
A,1191,1,Management,/management
A,1002,1,End User Produced View,/athome
A,1213,1,Corporate Customers,/corporate_solutions
A,1084,1,UK,/uk
A,1178,1,msdownload.,/msdownload.
A,1036,1,Corporate Desktop Evaluation,/organizations
A,1257,1,Professional Developers Series,/devvideos
A,1180,1,Slovenija,/slovenija
A,1246,1,Developer Media Games,/gamesdev
A,1088,1,OutLook,/outlook
A,1117,1,Sidewinder,/sidewinder
A,1097,1,Latin America Region,/latam
A,1266,1,Licenses and Piracy,/licenses
A,1072,1,Visual InterDev,/vinterdev
A,1169,1,MS Project,/msproject
A,1107,1,Slovakia,/slovakia
A,1089,1,Office Reference,/officereference
A,1038,1,SiteBuilder Network Membership,/sbnmember
A,1224,1,Authorized Technical Education Center Program,/atec
A,1086,1,OEM,/oem
A,1108,1,MS TeamManager,/teammanager
A,1007,1,International IE content,/ie_intl
A,1252,1,Community Affairs,/giving
A,1283,1,Cinemainia,/cinemania
A,1127,1,NetShow,/netshow
A,1189,1,Internet News,/internet
A,1110,1,Mastering Series,/mastering
A,1090,1,Games Support,/gamessupport
A,1109,1,TechNet (World Wide Web Edition),/technet
A,1040,1,MS Office Info,/office
A,1150,1,Internet Information Server News,/infoserv
A,1195,1,Portugal,/portugal
A,1111,1,Visual Source Safe,/ssafe
A,1274,1,Professional Developer Conference,/pdc
A,1267,1,Caribbean,/caribbean
A,1113,1,Internet Security Framework,/security
A,1245,1,Open Financial Connectivity,/ofc
A,1253,1,MS Word Development,/worddev
A,1087,1,MS Proxy Server,/proxy
A,1185,1,SNA Server,/sna
A,1209,1,Turkey,/turkey
A,1063,1,Intranet Strategy,/intranet
A,1101,1,Microsoft OLE DB,/oledb
A,1264,1,MS Partner Web,/se_partners
A,1032,1,Games,/games
A,1173,1,Microsoft OnLine Institute,/moli
A,1051,1,MS Schedule+ News,/scheduleplus
A,1278,1,MS in Higer Education,/hed
A,1062,1,MS Access News,/msaccess
A,1020,1,Developer Network,/msdn
A,1104,1,Hong Kong,/hk
A,1071,1,N. American Automap,/automap
A,1000,1,regwiz,/regwiz
A,1135,1,MS Word Support,/mswordsupport
A,1207,1,Internet Control Pack ,/icp
A,1217,1,Ireland,/ireland
A,1254,1,ie3,/ie3
A,1022,1,Typography Site,/truetype
A,1183,1,Italy,/italy
A,1170,1,Microsoft Mail,/mail
A,1241,1,India,/india
A,1149,1,Advanced Data Connector,/adc
A,1029,1,Clip Gallery Live,/clipgallerylive
A,1221,1,Microsoft TV Program Information,/mstv
A,1115,1,Hungary,/hun
A,1125,1,ImageComposer,/imagecomposer
A,1039,1,Internet Service Providers,/isp
A,1034,1,Internet Explorer,/ie
A,1265,1,Source Safe Support,/ssafesupport
A,1271,1,mdsn,/mdsn
A,1129,1,ActiveX Data Objects,/ado
A,1018,1,isapi,/isapi
A,1193,1,Office Developer Support,/offdevsupport
A,1219,1,Corporate Advertising Content,/ads
A,1030,1,Windows NT Server,/ntserver
A,1182,1,Fortran,/fortran
A,1100,1,MS in Education,/education
A,1210,1,SNA Support,/snasupport
C,10001,10001
V,1000,10001
V,1001,10001
V,1002,10001
C,10002,10002
V,1001,10002
V,1003,10002
C,10003,10003
V,1001,10003
V,1003,10003
V,1004,10003
C,10004,10004
V,1005,10004
C,10005,10005
V,1006,10005
C,10006,10006
V,1003,10006
V,1004,10006
C,10007,10007
V,1007,10007
C,10008,10008
V,1004,10008
C,10009,10009
V,1008,10009
V,1009,10009
C,10010,10010
V,1010,10010
V,1000,10010
V,1011,10010
V,1012,10010
V,1013,10010
V,1014,10010
C,10011,10011
V,1015,10011
V,1016,10011
V,1017,10011
V,1018,10011
V,1019,10011
C,10012,10012
V,1020,10012
V,1021,10012
C,10013,10013
V,1022,10013
C,10014,10014
V,1023,10014
C,10015,10015
V,1024,10015
C,10016,10016
V,1025,10016
V,1026,10016
C,10017,10017
V,1027,10017
V,1017,10017
V,1026,10017
V,1028,10017
C,10018,10018
V,1004,10018
C,10019,10019
V,1017,10019
V,1004,10019
V,1018,10019
V,1029,10019
V,1008,10019
V,1030,10019
V,1031,10019
V,1032,10019
V,1003,10019
V,1033,10019
V,1002,10019
C,10020,10020
V,1008,10020
V,1001,10020
V,1034,10020
V,1002,10020
C,10021,10021
V,1017,10021
V,1004,10021
V,1018,10021
V,1035,10021
V,1036,10021
V,1008,10021
V,1037,10021
V,1009,10021
V,1038,10021
V,1026,10021
V,1039,10021
V,1040,10021
V,1032,10021
V,1041,10021
V,1042,10021
V,1034,10021
V,1043,10021
C,10022,10022
V,1008,10022
V,1017,10022
V,1004,10022
C,10023,10023
V,1008,10023
C,10024,10024
V,1044,10024
C,10025,10025
V,1045,10025
C,10026,10026
V,1034,10026
C,10027,10027
V,1008,10027
V,1046,10027
V,1034,10027
C,10028,10028
V,1295,10028
C,10029,10029
V,1034,10029
C,10030,10030
V,1017,10030
V,1048,10030
C,10031,10031
V,1045,10031
V,1049,10031
V,1018,10031
V,1008,10031
V,1035,10031
V,1027,10031
V,1046,10031
V,1009,10031
V,1031,10031
V,1041,10031
V,1001,10031
V,1003,10031
V,1002,10031
V,1034,10031
C,10032,10032
V,1050,10032
C,10033,10033
V,1032,10033
C,10034,10034
V,1037,10034
V,1009,10034
V,1004,10034
C,10035,10035
V,1008,10035
V,1051,10035
V,1038,10035
V,1031,10035
V,1052,10035
V,1053,10035
V,1018,10035
C,10036,10036
V,1051,10036
V,1054,10036
V,1018,10036
V,1035,10036
V,1008,10036
V,1009,10036
V,1026,10036
V,1040,10036
V,1052,10036
V,1041,10036
V,1003,10036
V,1034,10036
V,1048,10036
C,10037,10037
V,1008,10037
V,1055,10037
V,1056,10037
V,1017,10037
V,1032,10037
C,10038,10038
V,1008,10038
V,1027,10038
V,1026,10038
V,1041,10038
V,1032,10038
V,1001,10038
V,1003,10038
V,1018,10038
V,1057,10038
C,10039,10039
V,1000,10039
V,1058,10039
V,1017,10039
V,1049,10039
V,1001,10039
V,1034,10039
C,10040,10040
V,1008,10040
V,1034,10040
C,10041,10041
V,1008,10041
V,1009,10041
V,1034,10041
C,10042,10042
V,1030,10042
V,1004,10042
C,10043,10043
V,1008,10043
V,1009,10043
C,10044,10044
V,1008,10044
V,1004,10044
V,1034,10044
C,10045,10045
V,1034,10045
C,10046,10046
V,1026,10046
C,10047,10047
V,1026,10047
V,1059,10047
C,10048,10048
V,1007,10048
C,10049,10049
V,1038,10049
V,1026,10049
V,1053,10049
C,10050,10050
V,1025,10050
C,10051,10051
V,1046,10051
V,1034,10051
C,10052,10052
V,1008,10052
V,1020,10052
V,1042,10052
C,10053,10053
V,1052,10053
V,1060,10053
V,1004,10053
C,10054,10054
V,1025,10054
C,10055,10055
V,1008,10055
V,1034,10055
C,10056,10056
V,1008,10056
V,1034,10056
C,10057,10057
V,1008,10057
V,1034,10057
C,10058,10058
V,1061,10058
C,10059,10059
V,1008,10059
C,10060,10060
V,1032,10060
C,10061,10061
V,1026,10061
C,10062,10062
V,1008,10062
V,1007,10062
V,1034,10062
C,10063,10063
V,1034,10063
V,1018,10063
C,10064,10064
V,1008,10064
V,1034,10064
C,10065,10065
V,1045,10065
V,1062,10065
V,1017,10065
V,1004,10065
V,1021,10065
V,1008,10065
V,1056,10065
V,1046,10065
V,1040,10065
V,1034,10065
C,10066,10066
V,1004,10066
C,10067,10067
V,1023,10067
V,1040,10067
V,1017,10067
V,1063,10067
C,10068,10068
V,1064,10068
V,1065,10068
V,1066,10068
V,1067,10068
V,1027,10068
V,1040,10068
V,1061,10068
V,1068,10068
V,1042,10068
V,1034,10068
V,1025,10068
V,1069,10068
V,1070,10068
V,1018,10068
V,1004,10068
V,1071,10068
V,1072,10068
V,1010,10068
V,1008,10068
V,1038,10068
V,1023,10068
V,1026,10068
V,1041,10068
C,10069,10069
V,1025,10069
V,1026,10069
C,10070,10070
V,1008,10070
V,1017,10070
V,1031,10070
V,1052,10070
V,1001,10070
V,1003,10070
V,1018,10070
C,10071,10071
V,1008,10071
V,1017,10071
V,1034,10071
C,10072,10072
V,1017,10072
V,1004,10072
C,10073,10073
V,1000,10073
V,1031,10073
V,1017,10073
V,1014,10073
V,1002,10073
C,10074,10074
V,1025,10074
V,1022,10074
V,1026,10074
V,1017,10074
V,1053,10074
C,10075,10075
V,1037,10075
V,1009,10075
V,1032,10075
C,10076,10076
V,1025,10076
V,1001,10076
V,1043,10076
V,1004,10076
C,10077,10077
V,1008,10077
V,1030,10077
V,1017,10077
V,1003,10077
V,1001,10077
V,1034,10077
V,1002,10077
V,1004,10077
C,10078,10078
V,1073,10078
C,10079,10079
V,1007,10079
C,10080,10080
V,1008,10080
V,1034,10080
C,10081,10081
V,1008,10081
V,1034,10081
C,10082,10082
V,1034,10082
C,10083,10083
V,1036,10083
V,1040,10083
C,10084,10084
V,1008,10084
V,1034,10084
C,10085,10085
V,1025,10085
V,1069,10085
V,1017,10085
V,1074,10085
V,1008,10085
V,1037,10085
V,1009,10085
V,1026,10085
V,1032,10085
V,1034,10085
C,10086,10086
V,1008,10086
V,1034,10086
C,10087,10087
V,1000,10087
V,1014,10087
C,10088,10088
V,1008,10088
V,1007,10088
C,10089,10089
V,1035,10089
V,1001,10089
V,1003,10089
V,1018,10089
C,10090,10090
V,1295,10090
C,10091,10091
V,1034,10091
C,10092,10092
V,1002,10092
C,10093,10093
V,1008,10093
V,1034,10093
C,10094,10094
V,1008,10094
V,1007,10094
C,10095,10095
V,1034,10095
C,10096,10096
V,1008,10096
V,1009,10096
V,1017,10096
V,1034,10096
C,10097,10097
V,1004,10097
V,1034,10097
C,10098,10098
V,1032,10098
V,1034,10098
C,10099,10099
V,1001,10099
C,10100,10100
V,1001,10100
V,1003,10100
C,10101,10101
V,1000,10101
V,1050,10101
C,10102,10102
V,1053,10102
C,10103,10103
V,1008,10103
V,1046,10103
V,1034,10103
C,10104,10104
V,1075,10104
V,1018,10104
C,10105,10105
V,1074,10105
C,10106,10106
V,1008,10106
V,1017,10106
V,1034,10106
V,1067,10106
C,10107,10107
V,1076,10107
V,1017,10107
V,1004,10107
V,1034,10107
C,10108,10108
V,1064,10108
V,1026,10108
C,10109,10109
V,1077,10109
V,1022,10109
V,1040,10109
V,1001,10109
V,1018,10109
C,10110,10110
V,1053,10110
V,1042,10110
C,10111,10111
V,1004,10111
C,10112,10112
V,1067,10112
C,10113,10113
V,1004,10113
C,10114,10114
V,1008,10114
V,1034,10114
C,10115,10115
V,1034,10115
C,10116,10116
V,1034,10116
C,10117,10117
V,1008,10117
V,1009,10117
V,1017,10117
V,1001,10117
V,1003,10117
V,1024,10117
V,1034,10117
V,1018,10117
C,10118,10118
V,1020,10118
V,1070,10118
V,1042,10118
C,10119,10119
V,1025,10119
V,1034,10119
C,10120,10120
V,1035,10120
V,1009,10120
V,1001,10120
V,1002,10120
V,1018,10120
C,10121,10121
V,1072,10121
C,10122,10122
V,1001,10122
V,1003,10122
V,1004,10122
V,1078,10122
V,1079,10122
C,10123,10123
V,1008,10123
V,1004,10123
C,10124,10124
V,1040,10124
C,10125,10125
V,1008,10125
V,1009,10125
C,10126,10126
V,1080,10126
C,10127,10127
V,1081,10127
V,1082,10127
V,1040,10127
V,1001,10127
V,1018,10127
V,1083,10127
C,10128,10128
V,1034,10128
C,10129,10129
V,1058,10129
V,1001,10129
V,1004,10129
C,10130,10130
V,1007,10130
C,10131,10131
V,1018,10131
C,10132,10132
V,1084,10132
V,1085,10132
V,1086,10132
V,1087,10132
V,1054,10132
V,1036,10132
V,1077,10132
V,1040,10132
V,1003,10132
V,1088,10132
V,1017,10132
V,1018,10132
V,1014,10132
V,1000,10132
V,1089,10132
V,1001,10132
C,10133,10133
V,1017,10133
V,1018,10133
V,1035,10133
V,1037,10133
V,1090,10133
V,1009,10133
V,1001,10133
V,1032,10133
C,10134,10134
V,1010,10134
V,1025,10134
V,1020,10134
V,1026,10134
V,1041,10134
V,1004,10134
C,10135,10135
V,1004,10135
C,10136,10136
V,1038,10136
V,1041,10136
C,10137,10137
V,1008,10137
V,1045,10137
V,1034,10137
C,10138,10138
V,1010,10138
V,1017,10138
C,10139,10139
V,1059,10139
C,10140,10140
V,1008,10140
V,1017,10140
V,1034,10140
C,10141,10141
V,1000,10141
V,1025,10141
V,1022,10141
V,1046,10141
V,1040,10141
V,1039,10141
V,1026,10141
V,1049,10141
V,1034,10141
V,1002,10141
V,1018,10141
C,10142,10142
V,1091,10142
C,10143,10143
V,1039,10143
C,10144,10144
V,1008,10144
V,1038,10144
V,1060,10144
V,1026,10144
V,1034,10144
C,10145,10145
V,1035,10145
V,1003,10145
V,1018,10145
V,1004,10145
C,10146,10146
V,1008,10146
C,10147,10147
V,1008,10147
V,1025,10147
V,1026,10147
V,1063,10147
V,1041,10147
V,1034,10147
C,10148,10148
V,1030,10148
V,1078,10148
V,1018,10148
C,10149,10149
V,1025,10149
V,1007,10149
C,10150,10150
V,1017,10150
V,1092,10150
C,10151,10151
V,1017,10151
V,1024,10151
C,10152,10152
V,1035,10152
V,1020,10152
V,1003,10152
V,1001,10152
V,1078,10152
V,1018,10152
C,10153,10153
V,1034,10153
V,1004,10153
C,10154,10154
V,1036,10154
V,1000,10154
V,1040,10154
V,1014,10154
C,10155,10155
V,1008,10155
C,10156,10156
V,1017,10156
V,1018,10156
V,1021,10156
V,1019,10156
V,1057,10156
V,1010,10156
V,1093,10156
V,1094,10156
V,1011,10156
V,1095,10156
V,1026,10156
V,1068,10156
V,1041,10156
V,1032,10156
V,1096,10156
V,1042,10156
V,1097,10156
C,10157,10157
V,1008,10157
V,1098,10157
C,10158,10158
V,1046,10158
C,10159,10159
V,1099,10159
V,1054,10159
C,10160,10160
V,1008,10160
V,1034,10160
C,10161,10161
V,1008,10161
V,1007,10161
C,10162,10162
V,1017,10162
V,1008,10162
V,1000,10162
V,1036,10162
V,1040,10162
V,1052,10162
V,1031,10162
V,1003,10162
C,10163,10163
V,1009,10163
C,10164,10164
V,1045,10164
C,10165,10165
V,1100,10165
V,1040,10165
C,10166,10166
V,1000,10166
V,1008,10166
V,1027,10166
V,1009,10166
V,1024,10166
V,1041,10166
V,1101,10166
V,1072,10166
C,10167,10167
V,1017,10167
V,1071,10167
C,10168,10168
V,1102,10168
V,1103,10168
C,10169,10169
V,1001,10169
C,10170,10170
V,1008,10170
V,1009,10170
C,10171,10171
V,1030,10171
V,1017,10171
C,10172,10172
V,1061,10172
V,1004,10172
C,10173,10173
V,1025,10173
V,1026,10173
C,10174,10174
V,1034,10174
C,10175,10175
V,1008,10175
C,10176,10176
V,1020,10176
V,1001,10176
V,1003,10176
V,1018,10176
V,1004,10176
C,10177,10177
V,1008,10177
V,1016,10177
V,1011,10177
V,1040,10177
C,10178,10178
V,1079,10178
V,1018,10178
C,10179,10179
V,1038,10179
V,1009,10179
V,1026,10179
V,1041,10179
V,1034,10179
C,10180,10180
V,1082,10180
V,1062,10180
V,1083,10180
C,10181,10181
V,1030,10181
V,1017,10181
V,1004,10181
C,10182,10182
V,1079,10182
C,10183,10183
V,1008,10183
V,1035,10183
V,1003,10183
V,1018,10183
C,10184,10184
V,1008,10184
V,1007,10184
V,1018,10184
C,10185,10185
V,1035,10185
V,1030,10185
V,1037,10185
V,1055,10185
V,1009,10185
V,1017,10185
V,1004,10185
C,10186,10186
V,1077,10186
V,1017,10186
V,1031,10186
V,1040,10186
V,1001,10186
V,1003,10186
C,10187,10187
V,1017,10187
V,1096,10187
C,10188,10188
V,1038,10188
V,1053,10188
C,10189,10189
V,1004,10189
C,10190,10190
V,1035,10190
V,1008,10190
V,1076,10190
V,1017,10190
V,1003,10190
V,1018,10190
V,1034,10190
C,10191,10191
V,1104,10191
V,1004,10191
C,10192,10192
V,1025,10192
V,1026,10192
C,10193,10193
V,1008,10193
V,1069,10193
C,10194,10194
V,1008,10194
V,1017,10194
V,1034,10194
C,10195,10195
V,1003,10195
V,1034,10195
V,1004,10195
V,1071,10195
C,10196,10196
V,1017,10196
V,1004,10196
V,1036,10196
V,1008,10196
V,1037,10196
V,1009,10196
V,1052,10196
V,1032,10196
C,10197,10197
V,1008,10197
V,1011,10197
V,1040,10197
V,1017,10197
V,1061,10197
V,1014,10197
V,1004,10197
V,1021,10197
V,1105,10197
C,10198,10198
V,1008,10198
V,1106,10198
V,1107,10198
V,1009,10198
V,1003,10198
V,1018,10198
C,10199,10199
V,1035,10199
V,1008,10199
V,1009,10199
V,1018,10199
V,1034,10199
C,10200,10200
V,1025,10200
V,1007,10200
V,1026,10200
V,1041,10200
C,10201,10201
V,1000,10201
V,1026,10201
C,10202,10202
V,1017,10202
C,10203,10203
V,1034,10203
C,10204,10204
V,1104,10204
V,1295,10204
V,1100,10204
V,1004,10204
C,10205,10205
V,1108,10205
V,1295,10205
V,1054,10205
V,1109,10205
V,1100,10205
V,1017,10205
V,1088,10205
V,1004,10205
C,10206,10206
V,1008,10206
V,1106,10206
V,1009,10206
V,1004,10206
C,10207,10207
V,1008,10207
V,1034,10207
V,1044,10207
C,10208,10208
V,1074,10208
V,1110,10208
V,1295,10208
V,1009,10208
V,1031,10208
V,1032,10208
V,1034,10208
V,1111,10208
V,1017,10208
V,1092,10208
V,1018,10208
V,1004,10208
V,1021,10208
V,1008,10208
V,1010,10208
V,1112,10208
V,1053,10208
V,1002,10208
C,10209,10209
V,1034,10209
C,10210,10210
V,1008,10210
V,1009,10210
V,1039,10210
C,10211,10211
V,1008,10211
V,1034,10211
C,10212,10212
V,1008,10212
V,1034,10212
C,10213,10213
V,1092,10213
V,1004,10213
C,10214,10214
V,1018,10214
C,10215,10215
V,1113,10215
V,1026,10215
V,1041,10215
V,1034,10215
C,10216,10216
V,1017,10216
V,1076,10216
V,1114,10216
V,1018,10216
V,1074,10216
V,1008,10216
V,1115,10216
V,1001,10216
V,1003,10216
C,10217,10217
V,1030,10217
V,1009,10217
V,1017,10217
V,1074,10217
C,10218,10218
V,1017,10218
V,1004,10218
V,1014,10218
V,1000,10218
V,1008,10218
V,1052,10218
V,1040,10218
V,1031,10218
V,1001,10218
C,10219,10219
V,1008,10219
V,1027,10219
V,1009,10219
V,1026,10219
V,1018,10219
V,1034,10219
C,10220,10220
V,1000,10220
C,10221,10221
V,1032,10221
C,10222,10222
V,1008,10222
V,1040,10222
C,10223,10223
V,1004,10223
C,10224,10224
V,1045,10224
V,1046,10224
V,1049,10224
V,1041,10224
V,1003,10224
V,1018,10224
C,10225,10225
V,1116,10225
C,10226,10226
V,1020,10226
V,1109,10226
V,1017,10226
C,10227,10227
V,1008,10227
V,1066,10227
C,10228,10228
V,1017,10228
V,1004,10228
V,1117,10228
V,1034,10228
C,10229,10229
V,1009,10229
V,1080,10229
C,10230,10230
V,1071,10230
C,10231,10231
V,1008,10231
V,1032,10231
C,10232,10232
V,1001,10232
V,1003,10232
V,1004,10232
V,1018,10232
C,10233,10233
V,1073,10233
C,10234,10234
V,1034,10234
V,1018,10234
C,10235,10235
V,1118,10235
V,1113,10235
V,1020,10235
V,1003,10235
V,1034,10235
C,10236,10236
V,1004,10236
C,10237,10237
V,1001,10237
V,1003,10237
V,1013,10237
V,1018,10237
C,10238,10238
V,1030,10238
